Analysis based on performance in epochs 548 to 583 (36 epochs).
Current stake is measured at the end of epoch 583.

================================================================================================================================================================
                                               Comprehensive Report on All Non-Retired Pools by Viability Status                                                
================================================================================================================================================================
+------+----------+----------------------------------------------------------+-----------------------+------------------+----------------+------------------+-------------------+----------------+
|    # | Ticker   | Pool ID                                                  |   Current Stake (ADA) | Status           |   Signal Count |   Blocks (36 ep) |   Rewards** (36 ep) | Signals      |
|  145 | AOS      | pool1a23gmvalpdams9d42t7fur8vmknzjv7wd3nsvuvrc7dv66lnau0 |         52,773,301.74 | Healthy          |              1 |             2007 |         34,257.25 | NU             |
|  146 | N/A      | pool1y6gnk7t3n6rvpr67f68mehxgqs5x24n0esz9l5j7m4aqzn4e0qw |         52,363,339.46 | Healthy          |              1 |             1012 |         16,234.00 | NG             |
|  147 | 0AAAA    | pool193uec04jldvah7r52q86wl033g4v42x0aste8jfg9999qepaxfp |         52,297,536.55 | Healthy          |              1 |             1956 |         13,628.48 | NU             |
|  148 | EVRST    | pool14skj6e4rpjanzclx3fc880xnl8xafgg63tmw93t9xspvwx985qu |         52,044,771.31 | Healthy          |              0 |             1924 |         40,689.89 |                |
|  149 | APOP     | pool1dxwgzj66pual956mnv9delkelg873yvgr2dd8s279m0hxqvr475 |         51,660,811.81 | Healthy          |              0 |             1872 |         31,159.27 |                |
|  150 |          | pool1z9m2kxeat06t30yf6ar7sqpert0cjdgxzcv2dv36dcwcqcqtgk4 |         50,917,905.85 | Healthy          |              0 |             2077 |         83,078.92 |                |
|  151 | N/A      | pool1q5q3rld4nll02w8sqhf9582jcf22t99yt27z0pqksvpnv4rdra9 |         50,269,417.67 | Healthy          |              1 |             1029 |         16,508.75 | NG             |
|  152 | ETO10    | pool19l206haluae6wyzm7tjpt3gln9paa5m9s4fedec2u09fqz300ht |         50,006,996.29 | Healthy          |              1 |             1854 |        634,875.12 | NU             |
|  153 | ETO6     | pool1wdujj7tmux5nuwnpeksgncendr3mj8ecsjcddpzx9gewc3flp4r |         50,000,428.17 | Healthy          |              1 |             1707 |        583,331.55 | NU             |
|  154 | ETO11    | pool1jzk8rwf2fs5l02dmm6pm5tnw9stmd8jpmvsy54085vu2u2656re |         50,000,339.79 | Healthy          |              1 |             1907 |        657,131.72 | NU             |
|  155 | ETO5     | pool1dzdxps32uqhva9q9urx4lm7m0nhlczjjccwy9kv4t2d3krsn4m7 |         50,000,279.23 | Healthy          |              1 |             1898 |        647,377.73 | NU             |
|  156 | ETO12    | pool1fvgmxt3688a5zl6amhvaqk9tmvk3lhxkgdsta6yj3czuy5hjwfy |         50,000,109.03 | Healthy          |              1 |             1883 |        645,410.89 | NU             |
|  157 | ETO3     | pool1xt7mjrtnsew3v33lu8sf93upf20sxhmcrfnpm82ra46yxk7uy45 |         50,000,000.00 | Healthy          |              1 |             1855 |        634,137.90 | NU             |
|  158 | ETO4     | pool1swuyjknhewtqcmh583jjpvlcl0p9h9hrt5l2f3v2hl6gchqrn40 |         50,000,000.00 | Healthy          |              1 |             1820 |        628,266.36 | NU             |
|  159 | N/A      | pool1yh7ksvg54nger73ldnf22cgwyh0dnm4aerahdd0kdukjqeacy32 |         49,685,632.05 | Healthy          |              1 |             1325 |         34,292.63 | NU             |
|  160 | CCV      | pool1sjwdmeme5zs042jzwmdvxshhv27kepxke0mr02f2yzacsyd4wtu |         49,507,012.77 | Healthy          |              0 |             1879 |         31,707.23 |                |
|  161 | EVE2     | pool1ng3vqzrhn3z45yjdscv3q37n26g2pj3vp99rfkgv6225y8lqg8j |         48,650,793.41 | Healthy          |              0 |             1479 |         34,336.15 |                |
|  162 | SASA     | pool1rmpv0h0pecysach8tj06vxx9wku2pdm74mk9cunx759v58q0hu2 |         48,207,160.24 | Healthy          |              0 |             2242 |         39,370.11 |                |
|  163 | BD2      | pool1dl4695wfl79k7gtzt87gsf8gsqeq97yzuvaq0d4zxhz6c0nlf4g |         47,926,673.63 | Healthy          |              1 |             1813 |         61,507.48 | NU             |
|  164 |          | pool1tpr44v3pxth9j0ff246dvsryxpanxwx52f024ws3ecvn72sgv55 |         47,682,236.78 | Healthy          |              0 |              547 |          2,750.20 |                |
|  165 | MS6      | pool1fpu5xurq3jx5rn626ejcx0dzzzk5lmtvdl2qkj9l4kw2sjp50dz |         47,521,085.43 | Healthy          |              1 |             1790 |         28,887.63 | NU             |
|  166 | FIMI     | pool1rct5guwnp6nk9f4ldn5tr3s42j0nm5rxeayv56lxua5ck47ex39 |         47,031,688.36 | Healthy          |              1 |             1701 |         19,710.15 | NU             |
|  167 |          | pool19asxjgd6ah9ddzauwede4wpt9vsp6s4ax5nz297wt47evc9sn7z |         46,986,077.02 | Healthy          |              0 |             1372 |        131,342.27 |                |
|  168 | VIPER    | pool166dkk9kx5y6ug9tnvh0dnvxhwt2yca3g5pd5jaqa8t39cgyqqlr |         46,967,718.55 | Healthy          |              1 |             1785 |         17,689.51 | NU             |
|  169 | OCEA3    | pool1vc8jp7uagxgh8trzx7r260ndcydz89ges8sws05cyv7jj8q8gqs |         46,868,451.84 | Healthy          |              0 |             2159 |         17,339.99 |                |
|  170 | ACL      | pool1pshqcksxywy68lt04lw6uf35f4yssekh5dx2mxqmyrukke2z5y3 |         46,844,291.83 | Healthy          |              2 |             1802 |         28,700.02 | NU, NG         |
|  171 | MOMO     | pool1cmdq8atcy8x7lfhh09vdumveuh0ywsx0269ur774nvzkyhma37d |         46,697,152.18 | Healthy          |              1 |             1052 |         13,275.26 | NU             |
|  172 | OCEA2    | pool1ctzja2cdwyeqnvehmrlclc5wrn9w9acwklk3acn73jrx56d66vs |         46,618,904.32 | Healthy          |              0 |             2202 |         17,238.29 |                |
|  173 |          | pool1398lzhvtaa0hgz305d2jz4urfkwkkt66yv476wqe6att2f7dphh |         46,606,984.87 | Healthy          |              0 |             1171 |         50,874.52 |                |
|  174 | LEAF     | pool1krznhwu3h5pu2stuslr53z5rme50t6384macsmylcnljwc7yjky |         46,230,722.13 | Healthy          |              1 |             1673 |         14,603.87 | NU             |
|  175 | MOKSH    | pool1v5u6wzakuc25q3zpx04t8gjz3rgu60wuxkv2mh5nga23xjkc86s |         46,139,855.79 | Healthy          |              1 |             1807 |         18,656.42 | NU             |
|  176 | XSP2     | pool14fjmlppz76667ws3jl5luejf2wgztuhpsftulvh3ucc65anqgve |         46,097,048.61 | Healthy          |              1 |             1714 |         34,364.06 | NU             |
|  177 | BLISS    | pool1vtpn0drn5t39frknedmqq2jkhsfstwketsnvdm7cjzz674s30v2 |         45,603,944.17 | Healthy          |              1 |             1648 |         57,275.24 | NU             |
|  178 | AZUR     | pool108zdflss3ayqlm5c7vr6mtqj2uwl99vk28ur8dv4zswdzt6yauc |         45,542,056.93 | Healthy          |              0 |             1688 |         37,467.07 |                |
|  179 | ATLAS    | pool1u6kpt8hgqcm596kukj97ghefmxn8ks2cgwg8qqe0gtgscnufk5p |         45,361,731.79 | Healthy          |              1 |             1807 |         23,891.30 | NU             |
|  180 | PRIDE    | pool1j099ctc7kcc9fa78dz5qwsy2g0n96lrgletwxvxmyzh4zd7ck0j |         45,214,389.82 | Healthy          |              0 |             1546 |         24,598.83 |                |
|  181 | COOL2    | pool1myvgx4ef424e6nw2strqq7dxcepav52plyyhxrk0avaw7y098l2 |         45,204,840.77 | Healthy          |              1 |             1766 |         19,730.16 | NU             |
|  182 | BTV1     | pool1p70svj9zrg7lgzkdn8udlslry0t27qs8r9tz9lr955v2yfna2rl |         44,963,926.75 | Healthy          |              0 |             2186 |         27,329.20 |                |
|  183 | BTV2     | pool13z5t8wlhtf7ccc0hud8pnvpjeekjdsyn7sq69fcxf3k6kpnlm74 |         44,884,332.76 | Healthy          |              0 |             2198 |         23,682.76 |                |
|  184 | HRMS     | pool16fyda57p3c8gp5r6gmcq5tvqsp6mnzwvkxswgznkuh8wztrp6vv |         44,859,927.53 | Healthy          |              0 |             1757 |         27,450.31 |                |
|  185 | BTV3     | pool1cpwymxe2fjr20u34f874e2q6za3razk0rttslrxqhc4tu3zxau8 |         44,661,532.14 | Healthy          |              0 |             2121 |         23,196.61 |                |
|  186 | NEDS1    | pool1qfxukshs4fkcrflzdnxa2fdza5lfvew3y6echg8ckaa4q8m5hyf |         44,489,974.87 | Healthy          |              0 |             1703 |         28,021.98 |                |
|  187 | SIPO     | pool1w6l6rvhxtym5psec3mvgrjlg28d6hrv8g9jjexadzmxfgndfg2f |         44,206,114.55 | Healthy          |              0 |             1744 |         27,892.98 |                |
|  188 | VRSTK    | pool1g3ssnndd8e7lcmstkjl9ane9mup0eshv3aklg63u5tznwl4ch87 |         43,509,930.65 | Healthy          |              0 |             1618 |         36,491.27 |                |
|  189 | LOVE     | pool1jhzf2mm6zdlhl6w89uhgx8nq8p6ykcc86qq58vjy0ejyxrrksfj |         43,343,298.91 | Healthy          |              1 |             1574 |         38,448.37 | NU             |
|  190 | CNODE    | pool1qa6lqyu67ghpa0evxfu9nzqkj3h82qpfku82ec79zdwru4pd25m |         42,878,038.87 | Healthy          |              1 |             1581 |         25,750.70 | NU             |
|  191 |          | pool1a4qtpgce7cu6wzc79fx7qrc3938hkl2gf8c2h5jugvm2gnu86l7 |         42,859,044.80 | Healthy          |              0 |             1606 |        131,778.80 |                |
|  192 | STI      | pool1nudasuv0lljpe0tswcverqvlh0v4226vgnpsuxn0e9nkvnvcvne |         41,932,698.25 | Healthy          |              1 |             1620 |         22,461.23 | NU             |
|  193 | MIN      | pool1ases3nklh6gyjf74r7dqm89exjfd520z9cefqru959wcccmrdlk |         41,813,864.14 | Healthy          |              1 |             1821 |        685,912.09 | NU             |
|  194 | EVE3     | pool1xmsdhync6k6grkkj7tuycskjpseykpr24luhlazl5nsngsy87gm |         41,434,637.42 | Healthy          |              0 |             1643 |         36,704.77 |                |
|  195 | LBF1     | pool15v22rpfg6qx9l0gx0m955gfv7tes0jpa9sy0gjs3a04lv6x9jdr |         41,224,964.72 | Healthy          |              0 |             1737 |         47,654.05 |                |
|  196 | NUFID    | pool15d62znf04qymt6ve536tt5y9ky979ly4um5zmgz9m850vu7wuv7 |         41,040,831.40 | Healthy          |              1 |             1464 |         27,255.74 | NU             |
|  197 | LGNS1    | pool1qvudfuw9ar47up5fugs53s2g84q3c4v86z4es6uwsfzzs89rwha |         40,882,596.97 | Healthy          |              2 |             1481 |         63,773.37 | NU, NG         |
|  198 | DIGI2    | pool1lvsa8e0dw6z8g2fkw7prnfa7627wuy5jjexaadck6w5sxw5xkvm |         40,095,475.31 | Healthy          |              0 |             1669 |         22,371.72 |                |
|  199 | SDG13    | pool16pv24th2tzy8k70vk4ms35tff0fjxfm2dd2psk7cvs27wnjvlgh |         40,015,378.26 | Healthy          |              1 |             1634 |         12,717.83 | NU             |
|  200 | BLOOM    | pool13crd2ljx87988umk22er6ynwadfwdqupdpcq6prc6v59z62kxse |         39,965,038.48 | Healthy          |              1 |             1458 |         44,396.54 | NU             |
|  201 | SUNNY    | pool195gdnmj6smzuakm4etxsxw3fgh8asqc4awtcskpyfnkpcvh2v8t |         39,901,965.73 | Healthy          |              2 |             1675 |         30,919.43 | NU, NG         |
|  202 | EVE      | pool1ynxx88cq0y8vg8yrq3jrw6epm7rq9a8859v34sq9lzjy7ztg90u |         39,617,824.84 | Healthy          |              0 |             1390 |         33,286.73 |                |
|  203 |          | pool1jcetszf3sh39hc8nezj5pzj3ukg4fhfjwdqkmwg8ern8u3c4y7v |         39,265,705.19 | Healthy          |              0 |             1955 |         46,630.75 |                |
|  204 | ITC      | pool138m7hevnvp664cmtralju857t5k7e4frpnaevtgpuykggr50kne |         39,060,386.26 | Healthy          |              1 |             1516 |         33,964.37 | NU             |
|  205 | CCV2     | pool1mh4ng2ldxk4sqfppzu6r4knxrk6e87e9c4wgrred84uy7xauzlh |         38,981,742.22 | Healthy          |              0 |             1479 |         27,562.80 |                |
|  206 | SIPO2    | pool18rhzlrv83a7ygj7cp5uv8dx07qkn5drhe8nh6f3qvhv66xcyj2m |         38,454,500.02 | Healthy          |              0 |             1475 |         25,662.85 |                |
|  207 | CCV1     | pool1urgvu6zk422j4xwtxa45lzpd6dm25msfthpkezr042secrtuwzc |         38,369,164.59 | Healthy          |              0 |             1396 |         26,907.10 |                |
|  208 | OCEAN    | pool1a2nh3ktswllhwf07fjahpdg5mpqyq7j950pyftq9765r6t4cefl |         38,301,386.98 | Healthy          |              0 |             1607 |         14,921.54 |                |
|  209 | AHL      | pool1qqq6qqa0hpzvumv5p87ynczfmdj557xuwlc3289ke42g72z7f74 |         38,137,268.45 | Healthy          |              0 |             1394 |         32,606.56 |                |
|  210 | ESTK     | pool1jst7rrhucnp93hepezv5yqy6fx982xs2v0udwfc5ea6my3kfak7 |         37,989,519.15 | Healthy          |              0 |             1516 |         35,021.45 |                |
|  211 | N/A      | pool1095d0cr8yp0selmnrst5hnuf8jcl6vlkxlr2j6kq4x6qs4yxuwt |         37,937,144.71 | Healthy          |              1 |              865 |         14,916.82 | NG             |
|  212 | EDEN     | pool16kus5xvdysgmtjp0hhlwt72tsm0yn2zcn0a8wg9emc6c75lxvmc |         37,842,377.93 | Healthy          |              0 |             2203 |         95,575.57 |                |
|  213 | KTN3     | pool1pvu2zdexh8wr4ggmuz90jvqrua6an43qj9m9urs785p8kwjzqwl |         37,772,377.97 | Healthy          |              1 |             1462 |         37,845.15 | NU             |
|  214 | ZZZ2     | pool14mm59ntjqzphjr6chrww639cdr3yjce4qcwzc5jkk38y22u7uc6 |         37,740,996.66 | Healthy          |              0 |             1535 |         39,181.13 |                |
|  215 | EMUR7    | pool13mas2wthxs28zftxskcsd8t87jk2w9ntc0u5uflt45sh7lcvs8h |         37,606,231.68 | Healthy          |              0 |             1719 |         15,504.86 |                |
|  216 | ADAST    | pool1uthdnav2zc2hxpg2hyeyy545lnxtl8lqdcdqxjm0j8t5srmyvzj |         37,527,771.25 | Healthy          |              2 |             1430 |         49,490.41 | NU, NG         |
|  217 |          | pool1nhhsh9yhlrvj9e3nce0zpx0xm2xlt6tx7gqakhr6hjc8wy84sat |         37,437,508.45 | Healthy          |              0 |             1370 |         57,716.76 |                |
|  218 | SWM01    | pool1mxhq6etmemv3pdyycz2kxth3a8gdqnjewxgne67fqwlfgz6f7xa |         37,269,699.97 | Healthy          |              0 |             1480 |        517,326.31 |                |
|  219 | SAKE     | pool1xlfty06hg6q23qvcaxwv3p9ke7ff9n34qpr8tpxt2zflyq20ceh |         36,621,732.81 | Healthy          |              0 |             1425 |         17,906.52 |                |
|  220 | QUEEN    | pool1ksrg8a964464las0ymw88slrwxkychjz9lh09lqltu5m7nw3pq0 |         36,142,559.50 | Healthy          |              0 |             1388 |         20,265.82 |                |
|  221 | NUFIE    | pool1f8erepj5w5nth5xfxgxnwpz59jzywt6zdwfr50jzjwfwksmg9ek |         35,871,598.63 | Healthy          |              1 |             1379 |         26,393.91 | NU             |
|  222 | EVE4     | pool1ywpt43nttzjd7883wafg255mh0hmjypwe65ercw6p2sxg5lt7ez |         35,223,814.28 | Healthy          |              0 |             1359 |         32,800.34 |                |
|  223 | KLF      | pool1xucruwwxsym3u9v0m4ex3az5d4vpz9xu877vsl9udpt0q237e9m |         35,020,551.52 | Healthy          |              1 |             1304 |         34,324.06 | NU             |
|  224 | FCS      | pool1hyqdlnuff3rnvg9lx70ccca2xqxcezzz4998tp6chhxnx2st257 |         35,016,614.80 | Healthy          |              1 |             1311 |         34,416.17 | NU             |
|  225 | TZD      | pool13s5faca3kkg6jhqcll8xd9tarur3zkhalyuu92d5g87zyj4wrrc |         35,013,159.15 | Healthy          |              1 |             1282 |         33,907.87 | NU             |
|  226 | GCD      | pool18gsrasdghtjsnzlf20pht85l4epwag74w9pfx5qvdvcpxw68sl6 |         35,011,337.87 | Healthy          |              1 |             1288 |         33,948.21 | NU             |
|  227 | CCV3     | pool1jq7r3evstu2c040vlry8tgvpwf0mfvft86cxecwjpwcuvvqfu2r |         34,947,849.87 | Healthy          |              0 |             1276 |         25,587.45 |                |
|  228 | CLIO1    | pool1c89d4drtwn0048mekkdkzllz559ahnntxelyw2mppxnmc36hjlx |         34,881,705.52 | Healthy          |              0 |             1292 |         34,054.30 |                |
|  229 | CSN1     | pool10hex9l4wjgqarvhr94xgyh9frv5lhtajhrj4dah0kl65jtws30k |         34,756,845.25 | Healthy          |              2 |             1181 |         20,277.01 | NU, NG         |
